track id,genre,amazement,solemnity,tenderness,nostalgia,calmness,power,joyful_activation,tension,sadness,count
110,rock,0,0,0,0,0,1,0,0,1,46
111,rock,1,0,0,0,0,1,1,0,0,50
112,rock,0,0,0,1,0,0,0,0,0,52
113,rock,0,0,1,1,1,0,0,0,0,46
114,rock,0,0,0,1,0,1,0,0,0,52
115,rock,0,0,0,0,0,1,0,0,1,46
116,rock,0,0,0,1,0,0,0,0,0,49
117,rock,0,0,0,1,1,0,0,0,0,45
118,rock,0,0,1,1,1,0,0,0,0,38
119,rock,0,0,0,0,0,1,1,0,0,25
120,rock,0,0,0,1,0,0,0,0,0,26
121,rock,0,0,0,0,0,1,0,1,0,20
122,rock,0,0,1,1,0,0,0,0,0,19
123,rock,0,0,0,0,0,1,1,1,0,17
124,rock,0,0,0,0,0,0,0,0,1,16
125,rock,0,0,0,0,0,0,1,1,0,14
126,rock,0,0,0,0,0,1,1,1,0,14
127,rock,0,0,0,0,0,0,1,1,0,14
128,rock,1,0,0,1,0,0,1,0,0,15
129,rock,0,0,0,0,0,1,1,0,0,14
130,rock,0,1,0,0,0,1,0,1,0,14
131,rock,0,0,0,1,0,0,0,1,1,14
132,rock,0,0,0,1,0,0,1,0,0,14
133,rock,0,0,0,1,1,0,0,0,1,14
134,rock,0,0,1,0,1,0,0,0,0,15
135,rock,0,0,1,0,1,0,0,1,0,14
136,rock,0,0,0,0,0,1,0,1,0,14
137,rock,0,0,0,0,0,1,1,0,0,14
138,rock,1,0,0,0,1,1,1,1,0,14
139,rock,0,0,0,0,0,1,0,1,1,14
140,rock,1,0,0,0,0,1,1,0,0,13
141,rock,0,0,0,1,0,0,0,0,1,14
142,rock,0,0,0,0,1,0,0,1,1,15
143,rock,0,0,0,0,1,0,1,0,0,14
144,rock,1,0,0,0,0,1,1,1,0,14
145,rock,0,0,0,1,1,0,0,0,1,14
146,rock,0,0,0,1,0,0,0,0,1,14
147,rock,0,0,0,1,1,0,0,0,0,14
148,rock,1,0,0,0,0,0,1,0,0,14
149,rock,0,0,1,1,1,0,0,0,0,14
150,rock,0,1,0,0,1,0,0,1,0,14
151,rock,0,0,0,1,0,0,1,0,0,13
152,rock,0,0,0,1,0,1,0,1,0,14
153,rock,0,0,0,1,1,0,0,0,1,14
154,rock,0,0,0,1,1,0,1,0,0,14
155,rock,0,1,0,1,0,0,0,0,0,14
156,rock,1,0,0,0,1,1,1,1,0,14
157,rock,0,0,0,0,0,0,0,1,1,14
158,rock,1,0,0,0,1,0,0,0,0,14
159,rock,0,0,1,1,1,0,0,1,0,14
160,rock,0,0,0,0,0,0,1,1,0,14
161,rock,0,1,0,0,1,1,0,1,1,14
162,rock,0,0,0,0,0,1,1,1,0,14
163,rock,0,0,0,1,0,1,0,0,0,14
164,rock,0,0,1,1,0,0,0,0,0,14
165,rock,0,0,1,1,1,0,0,0,0,14
166,rock,0,0,0,1,0,0,1,0,0,14
167,rock,0,0,0,0,0,0,1,0,0,14
168,rock,0,0,0,1,1,0,0,0,1,13
169,rock,1,0,0,0,0,1,1,0,0,13
170,rock,0,0,1,1,0,0,0,0,0,13
171,rock,0,0,0,0,0,1,0,1,0,14
172,rock,0,0,1,1,1,0,0,0,0,14
173,rock,0,0,0,0,1,0,1,0,0,14
174,rock,0,0,0,0,0,1,1,1,0,13
175,rock,0,0,1,1,1,0,0,0,0,14
176,rock,0,0,0,1,1,0,0,0,1,33
177,rock,0,0,1,1,1,0,0,0,0,14
178,rock,0,0,1,0,1,0,0,0,0,14
179,rock,0,0,0,1,0,0,1,1,0,14
180,rock,0,0,0,0,1,1,0,1,1,14
181,rock,0,0,1,0,1,1,1,0,0,14
182,rock,0,0,1,1,1,0,0,0,0,14
183,rock,0,0,0,1,1,0,0,0,0,14
184,rock,0,0,0,1,1,0,0,0,0,14
185,rock,0,0,0,0,0,1,1,1,0,14
186,rock,0,0,1,1,0,1,0,0,0,14
187,rock,0,1,0,1,1,0,0,0,1,14
188,rock,0,0,1,1,0,0,0,0,1,14
189,rock,0,0,1,0,0,0,1,0,0,15
190,rock,0,0,1,1,1,0,0,0,1,14
191,rock,0,0,1,1,1,0,0,0,0,13
192,rock,0,0,1,1,1,0,0,0,0,14
193,rock,0,0,1,1,1,0,0,0,1,13
194,rock,0,0,0,0,1,0,1,0,1,16
195,rock,0,0,1,1,1,0,0,0,0,14
196,rock,0,0,0,1,1,0,0,0,0,14
197,rock,0,0,0,0,0,1,1,0,0,14
198,rock,1,0,0,0,0,1,1,0,0,14
199,rock,1,0,0,0,0,1,0,0,0,14
200,rock,0,0,1,0,0,0,0,0,0,14
201,electronic,0,0,0,0,0,0,1,1,0,50
202,electronic,0,0,0,0,1,0,1,0,0,50
203,electronic,0,1,0,0,0,1,0,1,0,44
204,electronic,0,1,0,0,0,1,0,1,0,50
205,electronic,0,0,1,1,1,0,0,0,0,39
206,electronic,0,0,0,0,0,1,1,1,0,48
207,electronic,0,0,0,0,0,0,1,1,0,59
208,electronic,0,1,0,0,1,0,0,0,0,47
209,electronic,0,0,0,0,0,1,1,1,0,52
210,electronic,0,1,0,0,0,0,0,1,0,45
211,electronic,0,0,0,0,0,0,1,1,0,58
212,electronic,0,0,0,0,0,1,1,0,0,53
213,electronic,0,0,0,0,0,0,1,0,0,58
214,electronic,0,0,0,0,0,0,1,1,0,56
215,electronic,0,0,0,0,1,0,1,0,0,57
216,electronic,0,0,0,0,0,0,1,1,0,43
217,electronic,0,0,1,1,1,0,0,0,1,34
218,electronic,0,0,0,0,1,0,0,1,0,29
219,electronic,0,0,0,0,1,0,0,0,1,11
220,electronic,0,0,0,0,1,0,0,0,0,27
221,electronic,0,1,0,0,0,1,0,0,0,22
222,electronic,0,0,0,0,0,1,1,1,0,22
223,electronic,0,0,0,0,0,1,1,1,0,11
224,electronic,0,1,1,0,1,0,1,0,0,11
225,electronic,0,1,0,0,1,0,0,1,1,18
226,electronic,0,1,0,0,1,0,0,0,0,13
227,electronic,1,1,0,1,1,0,0,0,0,11
228,electronic,1,1,0,1,0,1,1,1,0,11
229,electronic,0,0,0,0,0,1,1,1,0,11
230,electronic,0,0,0,0,0,1,1,0,0,11
231,electronic,0,0,0,0,0,1,0,1,0,12
232,electronic,0,0,0,0,1,1,0,0,0,11
233,electronic,0,1,0,0,0,1,0,1,0,11
234,electronic,0,1,0,0,0,0,0,1,0,11
235,electronic,0,0,0,0,1,0,0,0,0,11
236,electronic,0,0,0,0,0,1,1,1,0,11
237,electronic,0,1,0,0,1,0,0,1,0,11
238,electronic,0,0,0,1,1,0,0,1,0,11
239,electronic,0,0,0,0,0,0,1,1,0,11
240,electronic,0,1,0,0,1,0,0,1,0,11
241,electronic,0,1,0,0,1,1,0,0,0,11
242,electronic,0,1,0,1,1,0,0,0,0,11
243,electronic,0,0,0,0,0,1,0,1,0,11
244,electronic,0,1,0,0,0,0,0,0,1,11
245,electronic,0,1,0,0,0,1,0,1,1,11
246,electronic,0,1,0,0,0,1,0,1,0,11
247,electronic,0,1,0,0,1,0,0,0,0,11
248,electronic,0,1,0,0,0,1,1,1,0,11
249,electronic,0,1,1,1,1,0,0,0,0,11
250,electronic,0,0,0,0,0,1,1,1,0,12
251,electronic,1,1,0,0,0,1,1,0,1,11
252,electronic,0,1,0,1,0,0,0,0,1,11
253,electronic,0,1,0,0,0,0,1,1,0,11
254,electronic,0,1,0,0,0,0,1,1,0,11
255,electronic,0,0,0,0,0,1,1,1,0,12
256,electronic,0,0,0,0,0,1,0,1,1,11
257,electronic,1,0,0,1,0,0,1,1,0,11
258,electronic,0,0,0,0,1,0,0,1,0,11
259,electronic,0,0,0,0,1,0,1,0,0,11
260,electronic,1,1,0,0,0,1,0,1,0,11
261,electronic,0,1,0,0,0,0,0,1,0,12
262,electronic,0,1,0,0,0,0,0,1,1,11
263,electronic,0,0,0,0,1,0,0,1,1,11
264,electronic,0,0,0,0,0,1,1,1,0,11
265,electronic,0,1,0,0,1,0,0,0,0,11
266,electronic,0,0,0,0,0,1,1,1,0,11
267,electronic,0,1,0,0,1,0,0,0,0,11
268,electronic,0,0,0,0,0,0,1,1,0,11
269,electronic,1,0,0,0,0,1,1,0,0,11
270,electronic,0,1,1,1,1,0,0,0,0,11
271,electronic,0,0,0,0,0,1,1,1,0,11
272,electronic,0,0,0,0,0,0,1,1,0,11
273,electronic,0,1,0,0,0,1,1,0,0,11
274,electronic,0,0,0,0,1,0,0,1,0,11
275,electronic,0,1,0,0,0,0,0,1,0,11
276,electronic,0,0,0,0,0,1,1,1,0,11
277,electronic,0,0,0,0,0,1,1,1,0,11
278,electronic,0,0,0,1,0,0,1,0,0,11
279,electronic,0,1,0,0,1,0,0,1,0,11
280,electronic,0,1,0,0,0,0,0,1,0,11
281,electronic,1,0,0,0,1,1,1,1,0,11
282,electronic,0,0,0,0,0,0,1,1,0,11
283,electronic,0,1,0,0,1,0,0,1,0,12
284,electronic,0,1,0,0,1,0,0,0,0,11
285,electronic,0,0,0,1,1,0,0,0,0,11
286,electronic,0,0,0,0,0,1,0,1,0,11
287,electronic,0,0,0,0,1,0,1,0,0,11
288,electronic,0,1,0,0,1,0,1,0,0,11
289,electronic,0,1,0,0,1,0,0,0,0,11
290,electronic,0,0,0,0,1,1,0,0,0,11
291,electronic,0,1,0,0,1,0,0,0,0,11
292,electronic,0,0,0,0,0,1,1,1,0,11
293,electronic,0,0,0,0,0,1,1,1,0,11
294,electronic,0,0,0,0,1,0,0,0,0,11
295,electronic,0,0,0,0,1,0,0,0,1,11
296,electronic,0,0,0,0,1,0,1,0,0,11
297,electronic,0,1,0,0,0,1,0,0,0,11
298,electronic,0,0,0,0,1,0,1,0,0,11
299,electronic,0,1,0,0,0,0,0,1,0,11
300,electronic,0,0,0,0,0,1,1,0,0,11
301,pop,0,0,1,1,0,0,0,0,0,53
302,pop,0,0,1,0,1,0,0,0,0,45
303,pop,0,0,0,0,1,0,0,0,1,50
304,pop,0,1,0,0,0,0,0,0,0,46
305,pop,0,0,0,1,1,0,1,0,0,54
306,pop,0,0,1,1,0,0,0,0,0,48
307,pop,0,0,0,1,1,0,0,0,1,42
308,pop,0,0,1,0,1,0,0,0,0,51
309,pop,0,0,0,1,1,0,0,0,1,47
310,pop,0,0,1,1,1,0,0,0,0,45
311,pop,0,0,0,1,1,0,0,0,0,47
312,pop,0,0,0,1,0,0,0,0,1,52
313,pop,0,0,0,0,0,0,1,1,0,57
314,pop,0,0,0,1,1,0,0,0,0,49
315,pop,0,0,0,1,1,0,0,0,0,44
316,pop,0,0,1,1,1,0,0,0,0,41
317,pop,0,0,1,0,1,0,0,0,0,36
318,pop,0,0,0,0,0,1,0,0,0,28
319,pop,0,1,0,0,0,0,0,1,1,19
320,pop,0,1,0,0,1,0,0,0,0,19
321,pop,0,0,0,0,0,1,1,0,0,15
322,pop,0,0,0,1,1,0,0,0,1,13
323,pop,0,0,0,1,1,0,0,1,0,12
324,pop,0,0,0,1,0,0,0,0,1,12
325,pop,0,0,0,1,1,0,0,0,1,12
326,pop,0,0,0,0,1,0,0,1,1,12
327,pop,0,0,1,1,1,0,0,0,1,12
328,pop,1,1,0,1,0,1,1,1,0,15
329,pop,0,0,0,1,0,0,0,0,1,12
330,pop,0,0,1,0,1,0,0,0,0,12
331,pop,0,0,0,1,0,0,0,1,1,12
332,pop,0,0,1,1,0,0,0,0,0,11
333,pop,0,0,1,1,1,0,0,0,1,12
334,pop,0,0,1,1,0,0,0,0,0,11
335,pop,0,0,0,0,0,1,1,0,0,12
336,pop,0,0,0,0,0,1,1,0,0,14
337,pop,0,0,0,1,1,0,0,0,0,11
338,pop,0,0,0,1,1,0,0,0,0,12
339,pop,0,1,0,1,1,0,0,1,0,12
340,pop,0,1,0,0,1,0,0,1,0,12
341,pop,0,0,1,1,0,0,1,0,1,12
342,pop,0,0,0,1,1,0,0,0,1,12
343,pop,0,0,0,0,0,1,1,0,0,12
344,pop,0,0,0,0,0,0,1,1,0,12
345,pop,0,0,0,1,1,0,0,0,0,13
346,pop,0,1,0,0,1,0,0,0,0,11
347,pop,0,0,0,0,1,0,1,0,0,12
348,pop,0,0,1,1,0,0,0,1,0,13
349,pop,0,0,0,0,0,0,1,1,0,12
350,pop,0,0,1,1,1,0,0,0,0,12
351,pop,0,0,1,1,1,0,0,0,0,12
352,pop,0,0,1,0,1,0,0,0,0,12
353,pop,0,0,1,1,1,0,0,0,0,12
354,pop,0,1,0,1,1,0,0,0,0,12
355,pop,0,0,1,1,0,0,0,0,0,12
356,pop,0,0,0,0,1,0,1,0,0,13
357,pop,1,0,0,0,1,0,0,0,0,12
358,pop,0,0,0,0,0,1,1,1,0,12
359,pop,0,0,1,0,0,0,0,0,1,12
360,pop,0,1,0,0,1,0,0,1,0,12
361,pop,0,0,0,0,0,0,0,1,1,12
362,pop,1,1,0,1,0,1,1,0,0,11
363,pop,0,0,0,1,0,0,1,0,0,12
364,pop,0,0,0,0,1,0,0,0,1,12
365,pop,0,0,1,0,1,0,0,0,0,13
366,pop,0,0,1,1,0,0,0,0,1,12
367,pop,0,1,0,0,0,1,0,1,1,12
368,pop,0,0,1,0,1,0,1,0,0,12
369,pop,0,0,1,1,1,0,1,0,0,12
370,pop,0,0,1,1,1,0,0,0,1,28
371,pop,0,0,0,0,0,1,1,1,0,12
372,pop,0,0,1,0,1,0,0,0,0,12
373,pop,0,0,1,1,1,0,0,0,0,12
374,pop,0,0,1,1,1,0,0,0,1,12
375,pop,0,0,0,0,1,0,1,0,0,12
376,pop,0,0,1,1,1,0,0,0,0,12
377,pop,0,0,0,0,0,1,1,0,0,12
378,pop,0,0,0,1,1,0,1,0,0,11
379,pop,0,0,0,1,0,0,1,1,0,12
380,pop,0,0,0,0,0,0,1,1,0,12
381,pop,0,0,1,1,1,0,0,0,0,13
382,pop,0,0,0,1,0,1,1,0,0,12
383,pop,1,0,1,0,0,0,1,0,0,12
384,pop,0,0,0,0,1,0,1,0,0,12
385,pop,1,0,0,0,0,0,1,0,0,12
386,pop,1,0,0,0,0,0,0,1,0,11
387,pop,0,0,0,0,0,1,1,1,0,12
388,pop,1,0,0,0,0,0,1,0,0,12
389,pop,0,0,1,0,1,0,0,0,1,12
390,pop,0,0,0,1,0,0,1,0,0,12
391,pop,1,0,0,0,0,1,1,0,0,12
392,pop,0,0,1,1,1,0,0,0,0,12
393,pop,0,1,0,0,1,0,0,0,0,12
394,pop,0,0,0,0,0,1,1,0,0,13
395,pop,1,0,1,1,0,0,1,0,0,12
396,pop,0,0,0,1,1,0,0,0,0,12
397,pop,0,0,0,0,0,1,0,1,1,11
398,pop,0,0,0,1,0,0,1,0,0,11
399,pop,0,0,1,1,1,0,0,0,0,12
400,pop,0,0,0,0,0,0,0,1,1,12
