track id,genre,amazement,solemnity,tenderness,nostalgia,calmness,power,joyful_activation,tension,sadness,count
204,electronic,4,15,0,4,3,27,2,31,5,50
205,electronic,12,10,14,13,30,2,3,3,5,39
206,electronic,4,7,1,1,4,18,30,25,2,48
207,electronic,6,8,1,6,11,6,19,33,3,59
208,electronic,6,16,7,8,22,8,5,15,5,47
209,electronic,6,5,0,3,3,18,29,28,1,52
210,electronic,5,17,4,7,15,15,2,20,6,45
211,electronic,4,7,4,2,12,11,14,35,7,58
212,electronic,6,10,2,7,12,19,20,17,0,53
213,electronic,8,6,4,9,18,8,21,10,6,58
214,electronic,8,4,3,9,9,9,30,16,4,56
215,electronic,12,6,2,6,15,10,26,13,2,57
216,electronic,5,5,5,5,7,10,21,18,2,43
217,electronic,1,6,10,16,26,1,0,2,10,34
218,electronic,6,7,2,2,16,3,5,9,2,29
219,electronic,2,3,3,0,6,2,1,2,5,11
220,electronic,9,2,4,5,10,3,5,5,2,27
221,electronic,2,12,1,1,2,10,1,7,3,22
222,electronic,2,0,0,0,0,7,7,13,2,22
223,electronic,2,0,0,0,1,3,7,4,1,11
224,electronic,1,3,3,1,8,0,3,1,1,11
225,electronic,0,4,0,0,6,3,0,12,4,18
226,electronic,0,7,1,5,6,2,0,1,5,13
227,electronic,2,2,1,2,7,1,1,1,0,11
228,electronic,1,1,0,1,0,10,6,1,0,11
229,electronic,2,1,0,0,0,3,3,8,1,11
230,electronic,1,1,0,1,2,5,6,4,3,11
231,electronic,1,2,0,0,2,5,2,4,1,12
232,electronic,3,3,3,1,4,5,0,3,0,11
233,electronic,0,4,0,0,0,3,1,7,0,11
234,electronic,0,4,1,0,3,3,2,5,2,11
235,electronic,1,3,1,2,4,3,2,2,2,11
236,electronic,0,2,0,1,0,4,6,4,1,11
237,electronic,0,5,1,2,5,1,0,5,1,11
238,electronic,1,3,2,5,7,1,0,5,4,11
239,electronic,1,3,1,0,0,2,4,5,1,11
240,electronic,1,4,0,1,4,0,0,7,0,11
241,electronic,1,7,1,1,6,3,2,1,1,11
242,electronic,0,5,0,8,6,1,1,2,3,11
243,electronic,0,2,0,2,0,6,2,5,2,11
244,electronic,0,5,0,1,3,2,0,4,5,11
245,electronic,0,6,1,1,2,3,0,8,3,11
246,electronic,1,4,0,3,3,4,3,4,2,11
247,electronic,3,5,0,2,6,2,0,4,2,11
248,electronic,1,3,0,0,1,11,2,6,1,11
249,electronic,1,6,4,4,7,1,1,0,0,11
250,electronic,0,2,1,0,0,6,7,6,0,12
251,electronic,4,4,1,1,0,6,4,3,4,11
252,electronic,1,4,2,4,3,2,0,3,6,11
253,electronic,2,3,1,1,2,2,3,6,1,11
254,electronic,2,5,0,0,3,3,6,8,1,11
255,electronic,1,2,0,1,2,6,7,7,1,12
256,electronic,2,0,1,0,1,5,1,8,3,11
257,electronic,3,1,0,3,1,0,5,3,1,11
258,electronic,1,2,1,2,5,0,1,3,0,11
259,electronic,0,1,3,0,6,2,5,3,1,11
260,electronic,4,4,1,1,0,7,1,9,1,11
261,electronic,2,5,1,2,3,1,0,8,3,12
262,electronic,0,2,0,0,1,1,0,9,4,11
263,electronic,2,3,1,2,5,0,0,5,6,11
264,electronic,2,1,0,0,1,4,6,6,0,11
265,electronic,2,5,2,3,5,3,1,3,2,11
266,electronic,2,3,1,2,1,4,4,7,2,11
267,electronic,1,5,2,3,5,2,0,4,4,11
268,electronic,1,1,0,1,0,2,5,6,0,11
269,electronic,3,1,0,1,1,3,8,1,0,11
270,electronic,1,2,2,3,8,0,1,1,1,11
271,electronic,0,1,0,2,0,5,5,5,2,11
272,electronic,1,1,0,1,1,1,7,4,0,11
273,electronic,1,5,1,0,0,7,6,2,1,11
274,electronic,2,2,2,1,7,0,1,3,1,11
275,electronic,2,4,0,2,1,3,0,6,2,11
276,electronic,0,2,0,2,0,3,7,5,1,11
277,electronic,1,3,0,0,0,6,5,5,0,11
278,electronic,1,1,0,4,0,3,6,1,0,11
279,electronic,0,6,0,4,5,2,0,5,2,11
280,electronic,1,4,0,3,3,3,2,4,0,11
281,electronic,3,0,0,0,3,4,8,3,0,11
282,electronic,3,3,0,2,2,3,5,5,0,11
283,electronic,1,7,2,2,9,1,1,5,1,12
284,electronic,1,4,1,0,6,0,3,3,0,11
285,electronic,1,4,0,5,6,1,2,2,3,11
286,electronic,0,2,0,1,2,4,3,7,1,11
287,electronic,2,1,2,1,5,2,6,1,1,11
288,electronic,3,5,0,3,7,1,5,2,1,11
289,electronic,2,6,1,1,6,2,2,1,5,11
290,electronic,1,2,0,3,5,5,4,4,0,11
291,electronic,0,6,2,3,6,2,1,3,1,11
292,electronic,2,2,0,0,3,4,6,4,0,11
293,electronic,1,2,1,1,1,7,4,4,0,11
294,electronic,3,2,2,1,4,1,2,1,1,11
295,electronic,1,2,1,2,6,0,0,2,3,11
296,electronic,0,1,3,3,5,2,6,3,1,11
297,electronic,0,5,0,0,2,5,1,4,4,11
298,electronic,2,2,1,2,4,2,6,1,3,11
299,electronic,1,6,1,1,3,1,1,4,3,11
300,electronic,1,0,1,1,1,5,5,4,1,11
301,pop,13,1,22,21,15,2,17,7,5,53
302,pop,3,5,19,16,22,1,14,4,6,45
303,pop,1,11,14,15,16,0,0,15,21,50
304,pop,10,17,6,10,8,13,4,13,12,46
305,pop,7,4,15,25,16,1,16,4,5,54
306,pop,6,3,20,21,12,2,11,5,12,48
307,pop,2,8,17,22,19,1,1,2,19,42
308,pop,0,6,22,19,24,0,0,4,16,51
309,pop,2,13,5,19,20,4,2,7,19,47
310,pop,6,2,28,24,13,0,5,2,12,45
311,pop,2,6,8,16,22,8,4,10,15,47
312,pop,4,10,7,19,15,8,4,6,20,52
313,pop,8,4,3,5,2,18,27,20,5,57
314,pop,4,6,12,19,31,2,4,4,8,49
315,pop,2,5,13,21,24,2,4,7,12,44
316,pop,3,9,11,11,18,5,8,6,3,41
317,pop,1,9,14,9,24,1,2,2,9,36
318,pop,3,9,4,3,3,10,8,8,5,28
319,pop,1,5,1,1,4,1,0,12,5,19
320,pop,2,11,4,5,10,2,1,2,5,19
321,pop,4,0,1,1,1,9,7,3,2,15
322,pop,0,3,2,6,9,1,0,1,4,13
323,pop,0,0,1,5,7,1,4,5,2,12
324,pop,1,2,4,6,4,0,0,2,5,12
325,pop,0,2,5,7,6,0,0,1,6,12
326,pop,1,0,3,2,6,0,0,5,5,12
327,pop,1,0,7,4,7,0,0,0,4,12
328,pop,2,2,0,2,0,2,10,6,0,15
329,pop,1,0,1,8,2,2,3,2,5,12
330,pop,3,1,7,4,5,0,2,1,1,12
331,pop,0,3,1,5,2,3,0,5,7,12
332,pop,1,1,7,5,2,0,3,1,4,11
333,pop,0,0,5,5,7,0,0,1,5,12
334,pop,1,2,4,5,3,3,2,1,1,11
335,pop,2,3,0,1,0,5,6,1,0,12
336,pop,2,1,1,1,0,4,9,3,0,14
337,pop,0,3,2,7,4,0,1,2,1,11
338,pop,1,2,2,7,7,2,2,0,3,12
339,pop,0,4,0,4,4,1,0,7,3,12
340,pop,1,6,1,0,5,2,1,7,1,12
341,pop,2,1,4,7,1,1,4,0,4,12
342,pop,1,0,3,4,7,0,0,1,4,12
343,pop,0,1,0,2,0,6,5,4,2,12
344,pop,0,1,0,1,2,2,5,6,1,12
345,pop,1,0,2,4,6,2,3,3,2,13
346,pop,1,5,0,1,4,3,1,2,3,11
347,pop,1,2,3,2,6,2,4,3,0,12
348,pop,1,2,3,3,1,1,0,5,2,13
349,pop,2,0,0,2,1,3,4,7,0,12
350,pop,1,0,7,6,5,0,0,0,3,12
351,pop,0,1,6,8,5,0,0,0,4,12
352,pop,2,3,7,4,5,1,0,1,3,12
353,pop,0,2,5,5,6,0,1,3,4,12
354,pop,2,3,2,6,11,0,1,0,1,12
355,pop,3,2,6,4,3,1,2,1,2,12
356,pop,2,2,5,4,7,2,6,2,3,13
357,pop,6,3,3,5,7,1,2,0,1,12
358,pop,3,4,0,1,1,5,8,6,2,12
359,pop,0,3,5,3,2,1,1,1,6,12
360,pop,2,5,2,0,7,0,1,6,4,12
361,pop,1,3,3,1,2,2,2,6,5,12
362,pop,2,1,0,1,0,8,9,0,0,11
363,pop,4,0,1,6,4,1,5,1,1,12
364,pop,1,1,3,4,6,0,0,3,6,12
365,pop,2,3,5,3,5,0,1,1,4,13
366,pop,0,1,5,7,1,0,0,2,5,12
367,pop,2,4,0,2,0,4,0,6,7,12
368,pop,1,1,6,3,4,1,10,0,0,12
369,pop,1,3,4,4,9,0,5,1,2,12
370,pop,1,1,2,25,6,0,0,0,24,28
371,pop,1,1,0,0,0,8,7,6,0,12
372,pop,1,2,6,4,6,0,3,0,3,12
373,pop,0,0,5,6,7,0,3,2,0,12
374,pop,2,1,5,7,5,0,1,1,5,12
375,pop,2,2,1,4,5,2,7,1,1,12
376,pop,2,1,9,5,5,0,1,0,1,12
377,pop,3,0,3,5,2,6,6,1,1,12
378,pop,1,0,1,4,3,1,9,0,0,11
379,pop,2,0,1,3,1,2,7,3,2,12
380,pop,2,2,0,2,1,1,4,4,3,12
381,pop,1,0,4,5,9,0,0,2,2,13
382,pop,3,0,0,7,1,6,4,3,0,12
383,pop,4,1,7,2,0,3,10,0,0,12
384,pop,2,0,3,3,4,2,4,1,1,12
385,pop,4,1,1,1,2,3,7,2,1,12
386,pop,4,1,1,2,2,2,1,4,2,11
387,pop,1,0,0,2,0,6,5,7,1,12
388,pop,5,2,4,4,1,0,6,2,0,12
389,pop,2,1,6,3,4,0,3,1,4,12
390,pop,2,0,2,5,1,3,5,2,1,12
391,pop,3,0,2,2,0,3,9,2,1,12
392,pop,1,0,7,5,8,0,1,0,4,12
393,pop,2,6,3,4,6,0,2,4,2,12
394,pop,3,1,0,3,0,7,7,5,3,13
395,pop,6,0,2,2,1,1,9,1,0,12
396,pop,3,2,3,6,4,0,2,1,2,12
397,pop,1,1,1,2,2,4,0,4,6,11
398,pop,3,0,0,4,3,2,7,3,2,11
399,pop,4,1,7,7,8,1,2,0,3,12
400,pop,3,2,1,4,1,0,3,6,5,12
